,i,text,lemma,event_id,event_label,correct_event_nonevent_prediction,Tag,Annotation_ID,Multi_Token_Annotation,main_tags_in_events,main_tags_in_non_events,reference_to_diegesis
0,0,Weder,weder,0,process, ,O,none,0,,,
1,1,Magnus,Magnus,0,process, ,O,none,0,,,
2,2,noch,noch,0,process, ,O,none,0,,,
3,3,Herta,Herta,0,process, ,O,none,0,,,
4,4,schliefen,schlafen,0,process, ,O,none,0,,,
5,5,in,in,0,process, ,O,none,0,,,
6,6,dieser,dieser,0,process, ,O,none,0,,,
7,7,Nacht,Nacht,0,process, ,O,none,0,,,
8,8,.,.,0,process, ,O,none,0,,,
9,9,Jenen,jener,1,process, ,O,none,0,,,
10,10,folterte,foltern,1,process, ,O,none,0,,,
11,11,gekränkte,gekränkt,1,process, ,O,none,0,,,
12,12,Eitelkeit,Eitelkeit,1,process, ,O,none,0,,,
13,13,und,und,1,process, ,O,none,0,,,
14,14,Durst,Durst,1,process, ,O,none,0,,,
15,15,nach,nach,1,process, ,O,none,0,,,
16,16,Rache,Rache,1,process, ,O,none,0,,,
17,17,",",",",_,_, ,O,none,0,,,
18,18,diese,dieser,1,process, ,O,none,0,,,
19,19,entwarf,entwerfen,1,process, ,O,none,0,,,
20,20,menschenfreundliche,menschenfreundlich,1,process, ,O,none,0,,,
21,21,Pläne,Plan,1,process, ,O,none,0,,,
22,22,zum,zu,1,process, ,O,none,0,,,
23,23,Besten,gute,1,process, ,O,none,0,,,
24,24,des,der,1,process, ,O,none,0,,,
25,25,armen,arm,1,process, ,O,none,0,,,
26,26,leidenden,leidend,1,process, ,O,none,0,,,
27,27,Volkes,Volk,1,process, ,O,none,0,,,
28,28,und,und,2,process, ,O,none,0,,,
29,29,ließ,lassen,2,process, ,O,none,0,,,
30,30,ihre,ihr,2,process, ,O,none,0,,,
31,31,Gedanken,Gedanke,2,process, ,O,none,0,,,
32,32,in,in,2,process, ,B-Richtung-ALT,2A23F566-785E-4F1A-908E-2281347EBF68,1,,,
33,33,die,der,2,process, ,O,none,0,,,
34,34,Zukunft,Zukunft,2,process, ,O,none,0,,,
35,35,hinüberschweifen,hinüberschweifen,2,process, ,B-Bewegung-ALT,1679F111-B06D-439F-B950-489545E6EF04,1,,,
36,36,",",",",_,_, ,O,none,0,,,
37,37,wo,wo,3,process, ,B-Positionierung-ALT,1733D6E7-A63F-45CE-AB51-798DBC001081,1,,,
38,38,ihren,ihr,3,process, ,O,none,0,,,
39,39,aufgeregten,aufgeregt,3,process, ,O,none,0,,,
40,40,Sinnen,Sinn,3,process, ,O,none,0,,,
41,41,und,und,3,process, ,O,none,0,,,
42,42,ihrer,ihr,3,process, ,O,none,0,,,
43,43,entzückten,entzückt,3,process, ,O,none,0,,,
44,44,Phantasie,Phantasie,3,process, ,O,none,0,,,
45,45,das,der,3,process, ,O,none,0,,,
46,46,strahlende,strahlend,3,process, ,B-Bewegung-ALT,9A2E7E0F-56BE-4E16-9491-93CE1A103FFB,1,,,
47,47,Bild,Bild,3,process, ,O,none,0,,,
48,48,einer,ein,3,process, ,O,none,0,,,
49,49,Welt,Welt,3,process, ,B-Ort-Container,4AB427B3-B946-460D-AD81-7C1BD6519B4F,1,,,
50,50,erschien,erscheinen,3,process, ,B-Bewegung-ALT,3EF5E8FD-C453-47DA-9AA1-03CE12FCDAA2,1,,,
51,51,",",",",_,_, ,O,none,0,,,
52,52,in,in,3,process, ,B-Positionierung,7389DA4A-2E6E-497A-A8FC-B34E8268BB08,1,,,
53,53,der,der,3,process, ,O,none,0,,,
54,54,alle,aller,3,process, ,B-Dimensionierung-Menge,DAAADA40-03B5-4061-9E6A-314CBDB041B0,1,,,
55,55,Menschen,Mensch,3,process, ,O,none,0,,,
56,56,gleichermaßen,gleichermaßen,3,process, ,O,none,0,,,
57,57,in,in,3,process, ,B-Positionierung-ALT,618B3DB3-C28B-4652-A4B1-21339E0DDC4D,1,,,
58,58,Glück,Glück,3,process, ,O,none,0,,,
59,59,und,und,3,process, ,O,none,0,,,
60,60,Freiheit,Freiheit,3,process, ,O,none,0,,,
61,61,schwelgten,schwelgen,3,process, ,B-Bewegung-ALT,710527EA-41A5-492F-BAAA-4CDA13F88B7D,1,,,
62,62,.,.,_,_, ,O,none,0,,,
63,63,Die,der,4,non_event, ,O,none,0,,,
64,64,Drohungen,Drohung,4,non_event, ,O,none,0,,,
65,65,ihres,ihr,4,non_event, ,O,none,0,,,
66,66,entarteten,entartet,4,non_event, ,O,none,0,,,
67,67,Vetters,Vetter,4,non_event, ,O,none,0,,,
68,68,schreckten,schrecken,4,non_event, ,O,none,0,,,
69,69,das,der,4,non_event, ,O,none,0,,,
70,70,muthige,muthig,4,non_event, ,O,none,0,,,
71,71,Mädchen,Mädchen,4,non_event, ,O,none,0,,,
72,72,nicht,nicht,4,non_event, ,O,none,0,,,
73,73,",",",",_,_, ,O,none,0,,,
74,74,denn,denn,5,process, ,O,none,0,,,
75,75,sie,sie,5,process, ,O,none,0,,,
76,76,lebte,leben,5,process, ,O,none,0,,,
77,77,des,der,_,_, ,O,none,0,,,
78,78,festen,fest,_,_, ,O,none,0,,,
79,79,Glaubens,Glauben,_,_, ,O,none,0,,,
80,80,",",",",_,_, ,O,none,0,,,
81,81,daß,daß,_,_, ,O,none,0,,,
82,82,Lug,Lug,_,_, ,O,none,0,,,
83,83,und,und,6,non_event, ,O,none,0,,,
84,84,Trug,Trug,6,non_event, ,O,none,0,,,
85,85,an,an,7,non_event, ,B-Positionierung-ALT,114A5D50-E48C-4C2F-872C-41B55B9B227B,1,,,
86,86,dem,der,7,non_event, ,O,none,0,,,
87,87,silbernen,silbern,7,non_event, ,O,none,0,,,
88,88,Schilde,Schild,7,non_event, ,O,none,0,,,
89,89,der,der,7,non_event, ,O,none,0,,,
90,90,Wahrheit,Wahrheit,7,non_event, ,O,none,0,,,
91,91,zerschellen,zerschellen,7,non_event, ,B-Bewegung-ALT,120C810D-1A91-4A25-BBA4-760A3453E47C,1,,,
92,92,müßten,müssen,7,non_event, ,O,none,0,,,
93,93,.,.,_,_, ,O,none,0,,,
94,94,Das,der,8,process, ,O,none,0,,,
95,95,angedrohte,angedroht,8,process, ,O,none,0,,,
96,96,Rencontre,Rencontre,8,process, ,O,none,0,,,
97,97,vergaß,vergessen,8,process, ,O,none,0,,,
98,98,sie,sie,8,process, ,O,none,0,,,
99,99,sogar,sogar,8,process, ,O,none,0,,,
100,100,vollständig,vollständig,8,process, ,O,none,0,,,
101,101,",",",",_,_, ,O,none,0,,,
102,102,weil,weil,9,stative_event, ,O,none,0,,,
103,103,sie,sie,9,stative_event, ,O,none,0,,,
104,104,es,es,9,stative_event, ,O,none,0,,,
105,105,durchaus,durchaus,9,stative_event, ,O,none,0,,,
106,106,nicht,nicht,9,stative_event, ,O,none,0,,,
107,107,für,für,9,stative_event, ,O,none,0,,,
108,108,möglich,möglich,9,stative_event, ,O,none,0,,,
109,109,hielt,halten,9,stative_event, ,B-Bewegung-ALT,6B511C64-7906-45F7-A595-9388B17B7B03,1,,,
110,110,",",",",_,_, ,O,none,0,,,
111,111,daß,daß,9,stative_event, ,O,none,0,,,
112,112,ein,ein,9,stative_event, ,O,none,0,,,
113,113,ehrenwerther,ehrenwerther,9,stative_event, ,O,none,0,,,
114,114,Mann,Mann,9,stative_event, ,O,none,0,,,
115,115,im,in,9,stative_event, ,O,none,0,,,
116,116,Ernst,Ernst,9,stative_event, ,O,none,0,,,
117,117,einem,ein,9,stative_event, ,O,none,0,,,
118,118,Weibe,Weibe,9,stative_event, ,O,none,0,,,
119,119,solche,solcher,9,stative_event, ,O,none,0,,,
120,120,Zumuthungen,Zumuthung,9,stative_event, ,O,none,0,,,
121,121,machen,machen,9,stative_event, ,B-Bewegung-ALT,397DCF80-E49B-40C3-ABD2-E08A631354C0,1,,,
122,122,könne,können,9,stative_event, ,O,none,0,,,
